Car Name,Brand,Price,Mileage,Dealer
2025 Maserati Grecale,maserati,Call for Price,15 miles,Foreign Cars Charlotte/ NC
2025 Maserati Grecale,maserati,Call for Price,75 miles,Foreign Cars Charlotte/ NC
2024 Maserati Levante,maserati,Call for Price,15 miles,Foreign Cars Charlotte/ NC
2024 Maserati Levante,maserati,Call for Price,Call for miles,Foreign Cars Charlotte/ NC
2018 Maserati GranTurismo Sport,maserati,"$50,990","16,261 miles",HyperCars/ IN
2020 Maserati Levante,maserati,"$28,990","58,874 miles",HyperCars/ IN
2018 Maserati Levante,maserati,"$20,990","75,146 miles",HyperCars/ IN
2024 Maserati Levante Trofeo,maserati,"$128,856",5 miles,Criswell Automotive/ MD
2023 Maserati MC20,maserati,"$210,000","3,519 miles",Sarchione Auto Gallery
2025 Maserati Grecale,maserati,"$81,550",81 miles,Ferrari of Central Florida
2022 Maserati Levante,maserati,"$48,900","16,463 miles",Miller Motorcars
2023 Maserati MC20,maserati,"$210,000","3,519 miles",Sarchione Auto Gallery
2022 Maserati Levante,maserati,Call for Price,"30,822 miles",Ferrari of Central Florida
2024 Maserati Grecale,maserati,"$56,990","5,605 miles",Ferrari of Las Vegas
2024 Maserati Grecale,maserati,"$68,775",5 miles,Criswell Automotive/ MD
2024 Maserati Levante Trofeo,maserati,"$128,856",5 miles,Criswell Automotive/ MD
2024 Maserati Levante Trofeo,maserati,"$128,856",5 miles,Criswell Automotive/ MD
2025 Maserati Grecale,maserati,"$84,095",5 miles,Criswell Automotive/ MD
2025 Maserati Grecale,maserati,"$85,245",5 miles,Criswell Automotive/ MD
2025 Maserati Grecale,maserati,Call for Price,5 miles,Criswell Automotive/ MD
2024 Maserati Levante Trofeo,maserati,"$128,856",5 miles,Criswell Automotive/ MD
2024 Maserati Levante Trofeo,maserati,"$128,856",5 miles,Criswell Automotive/ MD
2022 Maserati Ghibli,maserati,"$48,998","12,106 miles",Criswell Automotive/ MD
2019 Maserati Levante,maserati,"$48,628","23,456 miles",Criswell Automotive/ MD
2022 Maserati Quattroporte Modena,maserati,"$52,311","20,746 miles",Criswell Automotive/ MD
2024 Maserati Levante Trofeo,maserati,"$128,856",5 miles,Criswell Automotive/ MD
2024 Maserati Levante Trofeo,maserati,"$128,856",5 miles,Criswell Automotive/ MD
2023 Maserati Levante Modena,maserati,"$79,998",5 miles,Criswell Automotive/ MD
2025 Maserati Grecale Trofeo,maserati,"$119,160",5 miles,Criswell Automotive/ MD
2024 Maserati Levante Trofeo,maserati,"$128,856",5 miles,Criswell Automotive/ MD
2025 Maserati Grecale,maserati,"$85,245",5 miles,Criswell Automotive/ MD
2024 Maserati Levante Trofeo,maserati,"$128,856",5 miles,Criswell Automotive/ MD
2022 Maserati Quattroporte Modena,maserati,"$54,777","11,790 miles",Criswell Automotive/ MD
2024 Maserati Levante Trofeo,maserati,"$128,856",5 miles,Criswell Automotive/ MD
2025 Maserati Grecale,maserati,"$83,080",5 miles,Criswell Automotive/ MD
2024 Maserati Grecale,maserati,"$72,998",5 miles,Criswell Automotive/ MD
2024 Maserati Levante,maserati,"$77,887",5 miles,Criswell Automotive/ MD
2024 Maserati Levante,maserati,"$79,895",5 miles,Criswell Automotive/ MD
2024 Maserati Levante Modena,maserati,"$97,854",5 miles,Criswell Automotive/ MD
2024 Maserati Levante Trofeo,maserati,"$128,856",5 miles,Criswell Automotive/ MD
2022 Maserati Levante,maserati,"$39,239","31,576 miles",Criswell Automotive/ MD
2023 Maserati MC20,maserati,"$210,000","3,519 miles",Sarchione Auto Gallery
2025 Maserati Grecale,maserati,"$77,900","1,731 miles",Ferrari of Central Florida
2022 Maserati Levante,maserati,Call for Price,"30,822 miles",Ferrari of Central Florida
2023 Maserati MC20,maserati,"$210,000","3,519 miles",Sarchione Auto Gallery
2024 Maserati Levante,maserati,"$79,895",5 miles,Criswell Automotive
2023 Maserati MC20 Cielo,maserati,Call for Price,"1,717 miles",Patton Motors
2022 Maserati Levante Modena,maserati,"$39,998","37,248 miles",Criswell Automotive/ MD
2021 Maserati Levante S,maserati,"$41,901","32,577 miles",Criswell Automotive/ MD
2025 Maserati Grecale,maserati,"$85,245",5 miles,Criswell Automotive/ MD
2025 Maserati Grecale,maserati,"$87,030",5 miles,Criswell Automotive/ MD
2024 Maserati Levante Trofeo,maserati,"$128,856",5 miles,Criswell Automotive/ MD
2023 Maserati Ghibli,maserati,"$65,887",5 miles,Criswell Automotive/ MD
2024 Maserati Levante Modena,maserati,"$88,687",5 miles,Criswell Automotive/ MD
2024 Maserati Levante,maserati,"$79,566",5 miles,Criswell Automotive/ MD
2024 Maserati Ghibli,maserati,"$83,566",5 miles,Criswell Automotive/ MD
2024 Maserati Levante Trofeo,maserati,"$128,856",5 miles,Criswell Automotive/ MD
2022 Maserati Levante,maserati,"$38,494","30,274 miles",Criswell Automotive/ MD
2020 Maserati Ghibli,maserati,"$27,991","25,738 miles",ABZ Motors/ TX
2023 Maserati MC20,maserati,"$179,900","7,086 miles",McLaren Philadelphia/ PA
2023 Maserati MC20,maserati,"$210,000","3,519 miles",Sarchione Auto Gallery/ OH
2018 Maserati GranTurismo,maserati,"$57,995","29,676 miles",Perfect Auto Collection/ OH
2023 Maserati MC20,maserati,"$189,890","2,526 miles",Cavallino Rosso St. Louis/ MO
2022 Maserati Levante,maserati,"$43,450","23,457 miles",Marshall Goldman Motor Sales/ OH
2012 Maserati GranTurismo S,maserati,"$35,990","18,518 miles",Marshall Goldman Motor Sales/ OH
2024 Maserati MC20 Cielo,maserati,"$229,990",789 miles,Marshall Goldman Motor Sales/ OH
2025 Maserati Grecale Folgore,maserati,"$100,000",93 miles,Cleveland Motorsports/ OH
2024 Maserati Grecale,maserati,"$78,225","4,801 miles",Cleveland Motorsports/ OH
2024 Maserati Grecale Trofeo,maserati,"$110,837","6,182 miles",Cleveland Motorsports/ OH
2026 Maserati GranTurismo,maserati,"$158,015",39 miles,Cleveland Motorsports/ OH
2022 Maserati Levante Modena,maserati,"$45,000","25,225 miles",Cleveland Motorsports/ OH
2024 Maserati Grecale,maserati,"$51,500","5,955 miles",Cleveland Motorsports/ OH
2024 Maserati Grecale,maserati,"$52,000","6,385 miles",Cleveland Motorsports/ OH
2024 Maserati Grecale,maserati,"$85,000","7,595 miles",Cleveland Motorsports/ OH
2023 Maserati MC20,maserati,"$210,000","3,519 miles",Sarchione Auto Gallery
2013 Maserati GranTurismo Sport,maserati,"$43,990","11,792 miles",Ferrari of Las Vegas
2025 Maserati Grecale,maserati,"$87,775",20 miles,Ferrari of Fort Lauderdale
2023 Maserati MC20,maserati,"$210,000","3,519 miles",Sarchione Auto Gallery
2022 Maserati Levante Modena,maserati,"$36,490","40,540 miles",Ferrari of Atlanta
2022 Maserati Ghibli,maserati,"$44,950","15,620 miles",Park Place Ltd.
2024 Maserati GranCabrio,maserati,"$195,000",235 miles,Cleveland Motorsports/ OH
2024 Maserati Grecale,maserati,"$50,000","7,044 miles",Cleveland Motorsports/ OH
2024 Maserati Grecale Trofeo,maserati,"$112,042","4,578 miles",Cleveland Motorsports/ OH
1967 Maserati Mistral,maserati,"$67,500",Call for miles,Gullwing Motor Cars/ NY
1964 Maserati Mistral,maserati,"$495,000",Call for miles,Gullwing Motor Cars/ NY
1970 Maserati Ghibli,maserati,"$89,500",Call for miles,Gullwing Motor Cars/ NY
1966 Maserati Sebring,maserati,"$129,500","35,985 miles",Gullwing Motor Cars/ NY
1960 Maserati 3500GT,maserati,"$595,000",Call for miles,Gullwing Motor Cars/ NY
1968 Maserati Mistral,maserati,"$67,500",Call for miles,Gullwing Motor Cars/ NY
1964 Maserati Sebring,maserati,"$119,500",Call for miles,Gullwing Motor Cars/ NY
1967 Maserati Ghibli,maserati,"$139,500",Call for miles,Gullwing Motor Cars/ NY
1974 Maserati Bora,maserati,"$119,500",Call for miles,Gullwing Motor Cars/ NY
1967 Maserati Mistral,maserati,"$56,500",Call for miles,Gullwing Motor Cars/ NY
1964 Maserati 3500GTi,maserati,"$169,500",Call for miles,Gullwing Motor Cars/ NY
2024 Maserati Grecale,maserati,"$91,850",14 miles,Gold Coast Maserati - Alfa Romeo/ NY
2024 Maserati GranTurismo Trofeo,maserati,Call for Price,"4,610 miles",Gold Coast Maserati - Alfa Romeo/ NY
2023 Maserati MC20 Cielo,maserati,"$219,900",717 miles,Ferrari of Long Island/ NY
2023 Maserati MC20,maserati,"$185,000","5,277 miles",Ferrari of Long Island/ NY
2022 Maserati MC20,maserati,"$175,500","1,521 miles",Ferrari of Long Island/ NY
2022 Maserati Ghibli,maserati,"$46,400","10,570 miles",Ferrari of Long Island/ NY
2018 Maserati GranTurismo,maserati,"$65,900","7,196 miles",Tactical Fleet/ TX
2024 Maserati MC20,maserati,"$234,900",689 miles,Tactical Fleet/ TX
2023 Maserati Ghibli,maserati,"$49,900","8,610 miles",Ferrari Dallas/ TX
2023 Maserati Ghibli,maserati,"$49,900","18,108 miles",Ferrari Dallas/ TX
2023 Maserati Ghibli,maserati,"$59,995","14,812 miles",Ferrari Dallas/ TX
2025 Maserati Grecale,maserati,"$90,385",8 miles,Ferrari Dallas/ TX
2025 Maserati Grecale,maserati,"$76,400",20 miles,Ferrari Dallas/ TX
2023 Maserati MC20,maserati,"$210,000","3,519 miles",Sarchione Auto Gallery
2024 Maserati GranTurismo Trofeo,maserati,"$98,500","12,991 miles",Ferrari Silicon Valley
2024 Maserati Grecale,maserati,"$68,775",5 miles,Criswell Automotive
2023 Maserati MC20,maserati,"$210,000","3,519 miles",Sarchione Auto Gallery
2023 Maserati Ghibli,maserati,"$49,900","18,108 miles",Ferrari Dallas
2025 Maserati Grecale,maserati,"$69,896","4,410 miles",Miller Motorcars
2023 Maserati Levante,maserati,"$49,900",26 miles,Ferrari Dallas/ TX
2023 Maserati Ghibli,maserati,"$49,900","17,208 miles",Ferrari Dallas/ TX
2025 Maserati Grecale,maserati,"$91,535",8 miles,Ferrari Dallas/ TX
2025 Maserati Grecale,maserati,"$90,955",8 miles,Ferrari Dallas/ TX
2025 Maserati Grecale,maserati,"$66,883","4,980 miles",Miller Motorcars/ CT
2025 Maserati Grecale,maserati,"$71,536","4,350 miles",Miller Motorcars/ CT
2019 Maserati Levante,maserati,"$29,900","37,592 miles",Miller Motorcars/ CT
2022 Maserati Ghibli,maserati,"$47,900","19,902 miles",Miller Motorcars/ CT
2026 Maserati GranCabrio,maserati,"$169,655",5 miles,Miller Motorcars/ CT
2022 Maserati Levante Modena,maserati,"$48,900","27,955 miles",Miller Motorcars/ CT
2026 Maserati GranCabrio,maserati,"$165,455",5 miles,Miller Motorcars/ CT
2025 Maserati Grecale Folgore,maserati,"$79,454",187 miles,Miller Motorcars/ CT
2025 Maserati Grecale,maserati,"$95,755",45 miles,Miller Motorcars/ CT
2025 Maserati Grecale,maserati,"$84,479",50 miles,Miller Motorcars/ CT
2025 Maserati Grecale,maserati,"$83,982",50 miles,Miller Motorcars/ CT
2022 Maserati Levante,maserati,"$48,900","16,463 miles",Miller Motorcars/ CT
2025 Maserati Grecale,maserati,"$96,905",40 miles,Miller Motorcars/ CT
2025 Maserati Grecale,maserati,"$95,755",40 miles,Miller Motorcars/ CT
2025 Maserati Grecale,maserati,"$95,755",40 miles,Miller Motorcars/ CT
2026 Maserati GranCabrio,maserati,"$165,455",5 miles,Miller Motorcars/ CT
2022 Maserati Levante,maserati,"$38,900","42,655 miles",Miller Motorcars/ CT
2023 Maserati MC20 Cielo,maserati,"$205,900","3,417 miles",Miller Motorcars/ CT
2022 Maserati Levante,maserati,"$48,900","20,318 miles",Miller Motorcars/ CT
2023 Maserati Levante F Tributo,maserati,"$59,900","4,683 miles",Miller Motorcars/ CT
2022 Maserati MC20,maserati,"$169,900","3,726 miles",Miller Motorcars/ CT
2022 Maserati Ghibli,maserati,"$45,900","23,603 miles",Miller Motorcars/ CT
2025 Maserati Grecale,maserati,"$87,895",40 miles,Miller Motorcars/ CT
2023 Maserati MC20,maserati,"$210,000","3,519 miles",Sarchione Auto Gallery
2023 Maserati Ghibli,maserati,"$49,800","15,411 miles",Ferrari of Fort Lauderdale
2025 Maserati Grecale,maserati,Call for Price,8 miles,Ferrari of Atlanta
2023 Maserati MC20,maserati,"$210,000","3,519 miles",Sarchione Auto Gallery
2024 Maserati Grecale,maserati,"$85,000","7,595 miles",Cleveland Motorsports
2024 Maserati Ghibli,maserati,"$83,566",5 miles,Criswell Automotive
2022 Maserati Ghibli,maserati,"$45,900","23,603 miles",Miller Motorcars/ CT
2025 Maserati Grecale,maserati,"$87,895",40 miles,Miller Motorcars/ CT
2025 Maserati Grecale,maserati,"$86,745",40 miles,Miller Motorcars/ CT
2026 Maserati GranCabrio,maserati,"$204,195",5 miles,Miller Motorcars/ CT
2025 Maserati Grecale,maserati,"$80,239",45 miles,Miller Motorcars/ CT
2022 Maserati Levante,maserati,"$41,900","37,585 miles",Miller Motorcars/ CT
2022 Maserati Levante,maserati,"$42,900","36,987 miles",Miller Motorcars/ CT
2022 Maserati Ghibli,maserati,"$49,900","9,940 miles",Miller Motorcars/ CT
2025 Maserati Grecale,maserati,"$85,501",50 miles,Miller Motorcars/ CT
2025 Maserati Grecale,maserati,"$85,501",45 miles,Miller Motorcars/ CT
2022 Maserati Quattroporte Modena,maserati,"$34,990","40,342 miles",One Legacy Motors/ TX
2018 Maserati GranTurismo MC,maserati,"$82,890","1,695 miles",Earth MotorCars/ TX
2022 Maserati MC20,maserati,"$179,920","3,144 miles",Earth MotorCars/ TX
2020 Maserati Levante S,maserati,"$37,990","20,447 miles",One Legacy Motors/ TX
2018 Maserati GranTurismo Sport,maserati,"$60,998","25,620 miles",Earth MotorCars/ TX
1960 Maserati 3500GT,maserati,"$224,995","46,230 miles",The Cultivated Collector/ CT
2014 Maserati GranTurismo MC,maserati,"$49,995 OBO","11,753 miles",Private seller
1964 Maserati Mistral,maserati,"$535,000",Call for miles,Broad Arrow Private Sales/ MI
2022 Maserati MC20,maserati,"$172,906","6,210 miles",Mark Motors/ TX
2025 Maserati Grecale,maserati,"$92,355",12 miles,Exotic Motorcars of Michigan/ MI
2022 Maserati Levante Modena,maserati,"$48,999","22,156 miles",Exotic Motorcars of Michigan/ MI
2023 Maserati Grecale,maserati,"$52,999","21,540 miles",Exotic Motorcars of Michigan/ MI
2022 Maserati Levante Modena,maserati,"$48,999","23,097 miles",Exotic Motorcars of Michigan/ MI
2025 Maserati Grecale Folgore,maserati,"$122,655",29 miles,Exotic Motorcars of Michigan/ MI
2025 Maserati Grecale Folgore,maserati,"$121,855",57 miles,Exotic Motorcars of Michigan/ MI
2024 Maserati Ghibli,maserati,"$74,999","3,388 miles",Exotic Motorcars of Michigan/ MI
2022 Maserati Levante,maserati,"$47,999","15,188 miles",Exotic Motorcars of Michigan/ MI
2023 Maserati MC20,maserati,"$210,000","3,519 miles",Sarchione Auto Gallery
1964 Maserati Sebring,maserati,"$119,500",Call for miles,Gullwing Motor Cars
2023 Maserati MC20 Cielo,maserati,"$229,788","1,750 miles",Vegas Auto Gallery
2023 Maserati MC20,maserati,"$210,000","3,519 miles",Sarchione Auto Gallery
2022 Maserati Quattroporte Modena,maserati,"$59,999","1,905 miles",Exotic Motorcars of Michigan
2022 Maserati Ghibli Trofeo,maserati,"$54,950","41,756 miles",Park Place Ltd.
2026 Maserati GranCabrio,maserati,"$167,125",29 miles,Exotic Motorcars of Michigan/ MI
2025 Maserati Grecale,maserati,"$87,645",16 miles,Exotic Motorcars of Michigan/ MI
2024 Maserati Grecale,maserati,"$44,999","11,375 miles",Exotic Motorcars of Michigan/ MI
2022 Maserati Quattroporte Modena,maserati,"$59,999","1,905 miles",Exotic Motorcars of Michigan/ MI
2024 Maserati Grecale,maserati,"$75,340",53 miles,Exotic Motorcars of Michigan/ MI
2025 Maserati Grecale Folgore,maserati,"$118,445",32 miles,Exotic Motorcars of Michigan/ MI
2022 Maserati Levante,maserati,"$45,999","16,458 miles",Exotic Motorcars of Michigan/ MI
2023 Maserati Grecale,maserati,"$52,999","19,886 miles",Exotic Motorcars of Michigan/ MI
2022 Maserati Ghibli,maserati,"$48,999","20,408 miles",Exotic Motorcars of Michigan/ MI
2022 Maserati MC20,maserati,"$179,999","2,036 miles",Continental AutoSports/ IL
2013 Maserati GranTurismo Sport,maserati,"$36,981","38,305 miles",Mike Ward Auto/ Colorado
2024 Maserati Levante,maserati,"$59,990","1,817 miles",Mike Ward Auto/ Colorado
2022 Maserati Levante Modena,maserati,"$45,990","4,573 miles",Mike Ward Auto/ Colorado
2022 Maserati Levante Modena,maserati,"$62,991","26,775 miles",Mike Ward Auto/ Colorado
2023 Maserati MC20,maserati,"$209,991",154 miles,McLaren Scottsdale/ AZ
2024 Maserati MC20 Cielo,maserati,"$264,900",640 miles,Scottsdale Ferrari/ AZ
2017 Maserati GranTurismo Sport,maserati,"$54,900","10,681 miles",Scottsdale Ferrari/ AZ
2023 Maserati MC20 Cielo,maserati,"$229,788","1,750 miles",Vegas Auto Gallery/ NV
2021 Maserati Quattroporte Trofeo,maserati,"$59,499","41,555 miles",Vegas Auto Gallery/ NV
2024 Maserati GranTurismo,maserati,"$94,900","10,100 miles",Vegas Auto Gallery/ NV
2024 Maserati Grecale,maserati,"$48,990","3,959 miles",Ferrari of Las Vegas/ NV
2018 Maserati Ghibli,maserati,"$27,990","2,993 miles",Ferrari of Las Vegas/ NV
2023 Maserati MC20,maserati,"$194,990","2,325 miles",Ferrari of Las Vegas/ NV
2024 Maserati Grecale,maserati,"$56,990","5,605 miles",Ferrari of Las Vegas/ NV
2025 Maserati Grecale Folgore,maserati,"$79,990",69 miles,Ferrari of Las Vegas/ NV
2013 Maserati GranTurismo Sport,maserati,"$43,990","11,792 miles",Ferrari of Las Vegas/ NV
2017 Maserati GranTurismo,maserati,"$44,490","32,823 miles",Ferrari of Las Vegas/ NV
2023 Maserati MC20,maserati,"$210,000","3,519 miles",Sarchione Auto Gallery
2024 Maserati Levante Modena,maserati,"$97,854",5 miles,Criswell Automotive
2026 Maserati GranTurismo,maserati,"$156,345",34 miles,Ferrari of Fort Lauderdale
2023 Maserati MC20,maserati,"$210,000","3,519 miles",Sarchione Auto Gallery
